swear_IT,swear_EN,year,n_sentences,n_tokens,tokens_per_sent,char_per_tok,lexical_density,avg_token_per_clause,bpm,centroid,rolloff,flux,rms,zcr,flatness,spectral_complexity,pitch,loudness,duration_ms,explicit,marco-zones
5,0,2023.0,53.0,599.0,11.30188679245283,3.8087912087912086,0.5758241758241758,8.094594594594595,129.94,0.1431,1300.0028,1.5698,0.3681,0.0505,0.8859,31.748,2404.7115,44.9071,163514.0,0,North
2,0,2023.0,36.0,347.0,9.63888888888889,3.7777777777777777,0.5666666666666667,7.382978723404255,119.38,0.1442,1918.4722,1.6668,0.3196,0.065,0.8898,28.6612,2612.247,37.8534,103791.0,0,North
0,0,2024.0,68.0,546.0,8.029411764705882,3.605442176870748,0.5691609977324263,5.300970873786408,135.99,0.1779,1956.8404,1.3283,0.2543,0.079,0.8117,30.1569,2039.0003,28.9787,194676.0,1,North
4,1,2016.0,49.0,395.0,8.061224489795919,3.9400544959128063,0.5367847411444142,5.12987012987013,127.95,0.1956,2752.5729,1.2342,0.1728,0.1001,0.7683,11.5913,2308.5446,17.6885,211994.0,1,North
7,0,2025.0,52.0,640.0,12.307692307692308,3.896414342629482,0.5617529880478087,8.0,96.52,0.1757,1905.9399,1.5534,0.3329,0.0745,0.8531,29.3509,2906.0673,40.147,211994.0,1,North
1,0,2024.0,58.0,489.0,8.431034482758621,3.9694835680751175,0.5446009389671361,6.189873417721519,156.36,0.1663,1954.1565,1.216,0.2298,0.0793,0.8751,30.6174,2317.1252,25.0848,170735.0,1,North
0,2,2024.0,50.0,438.0,8.76,4.010362694300518,0.5466321243523317,5.407407407407407,129.93,0.1273,1447.6213,1.427,0.3213,0.0529,0.8968,28.5011,2529.2975,38.5006,159753.0,1,North
0,0,2096.0,21.0,52.0,2.4761904761904763,5.980392156862745,0.6078431372549019,2.736842105263158,119.32,0.0991,1237.3076,1.0206,0.1615,0.0508,0.8807,34.2357,1417.6859,14.9869,44316.0,0,North
0,0,2024.0,45.0,359.0,7.977777777777778,3.857142857142857,0.5279503105590062,5.523076923076923,135.77,0.1383,1537.5663,1.3181,0.2566,0.0606,0.901,27.2962,2841.077,29.1327,159010.0,1,North
0,0,2024.0,49.0,449.0,9.16326530612245,3.955445544554456,0.4900990099009901,4.988888888888889,99.95,0.1607,1949.8066,1.2722,0.213,0.0773,0.8312,26.9884,2374.6912,22.8136,158267.0,1,North
0,0,1932.0,37.0,285.0,7.702702702702703,3.9681274900398407,0.5179282868525896,5.7,100.75,0.1682,2499.5058,1.2557,0.221,0.088,0.8457,31.4323,1559.0446,23.2429,147560.0,0,North
2,0,2024.0,56.0,461.0,8.232142857142858,4.117359413202934,0.5647921760391198,5.488095238095238,92.0,0.148,1841.9736,1.2759,0.2754,0.0702,0.9026,31.8486,2337.8892,31.2919,159010.0,1,North
0,0,1923.0,52.0,394.0,7.576923076923077,3.9198895027624303,0.4668508287292817,6.15625,102.94,0.156,1840.6939,1.1245,0.1996,0.0801,0.8226,27.6802,1998.3451,20.9601,118046.0,1,North
6,0,2014.0,64.0,481.0,7.515625,4.2227722772277225,0.6113861386138614,9.431372549019608,127.95,0.1956,2752.5729,1.2342,0.1728,0.1001,0.7683,11.5913,2308.5446,17.6885,180000.0,0,North
1,0,2021.0,19.0,127.0,6.684210526315789,3.946428571428571,0.5803571428571429,6.684210526315789,76.59,0.1374,2034.3162,1.2906,0.2797,0.0736,0.8569,40.2616,2145.4255,31.9187,155624.0,1,North
0,0,2020.0,34.0,294.0,8.647058823529411,3.965779467680608,0.5171102661596958,5.764705882352941,90.05,0.1494,1976.2481,1.3947,0.2185,0.0728,0.8348,20.6369,3134.2364,24.0806,134347.0,1,North
7,0,2017.0,83.0,634.0,7.63855421686747,4.366013071895424,0.6492374727668845,8.929577464788732,76.41,0.1545,1535.3074,1.5528,0.2695,0.0642,0.8855,30.7504,2467.9772,30.1915,134413.0,1,Sardegna
5,0,2018.0,74.0,623.0,8.41891891891892,4.041379310344827,0.5258620689655172,5.3247863247863245,123.97,0.0993,1100.1683,1.0492,0.0802,0.0444,0.9025,8.6759,2697.5507,6.7157,205266.0,1,Sardegna
4,0,2018.0,66.0,533.0,8.075757575757576,3.817409766454353,0.4564755838641189,6.345238095238095,135.58,0.1142,1265.4824,1.2479,0.2196,0.0511,0.9122,18.6122,2702.3479,23.9594,186213.0,1,Sardegna
2,0,2015.0,84.0,771.0,9.178571428571429,3.885369532428356,0.530920060331825,8.202127659574469,89.88,0.1478,1854.3834,1.3344,0.1942,0.0717,0.8921,29.1561,2386.1727,19.9234,249613.0,0,Sardegna
7,0,2078.0,69.0,1025.0,14.855072463768115,3.814393939393939,0.5580808080808081,8.47107438016529,118.42,0.1384,1379.1817,1.372,0.2917,0.059,0.8722,31.9243,2646.2739,34.0502,258186.0,1,Sardegna
3,0,1901.0,83.0,535.0,6.445783132530121,4.574468085106383,0.5829787234042553,6.772151898734177,122.47,0.1268,1479.1249,1.2264,0.1968,0.0584,0.8695,29.973,2194.1914,20.3928,231920.0,1,Sardegna
10,0,2016.0,78.0,879.0,11.26923076923077,4.022346368715084,0.547486033519553,7.778761061946903,94.46,0.1747,2543.627,1.4557,0.3215,0.0876,0.7717,41.8464,2158.095,37.8769,208146.0,0,Sardegna
11,1,2096.0,117.0,1144.0,9.77777777777778,3.970917225950783,0.5391498881431768,9.454545454545457,143.39,0.1549,2722.6301,1.6182,0.1937,0.0875,0.73,26.206,2148.4209,19.4982,178860.0,1,Sardegna
1,0,2016.0,45.0,384.0,8.533333333333333,3.6559485530546634,0.5144694533762058,6.857142857142857,139.99,0.0983,805.5073,1.2656,0.2356,0.038,0.9364,18.9352,2942.2431,25.58,176746.0,0,Sardegna
5,2,2018.0,93.0,833.0,8.956989247311828,4.035555555555556,0.5614814814814815,6.772357723577236,100.47,0.1514,1473.9855,1.458,0.3197,0.0641,0.8723,31.462,2214.4033,38.0091,202573.0,1,Sardegna
0,0,2013.0,96.0,707.0,7.364583333333333,4.183800623052959,0.5451713395638629,11.983050847457626,109.89,0.1981,2278.9666,1.2324,0.1762,0.091,0.8191,30.5939,1924.4411,17.411,261160.0,1,Sardegna
1,0,1920.0,78.0,744.0,9.538461538461538,3.8520325203252033,0.5186991869918699,8.175824175824175,87.33,0.133,2019.0016,1.2781,0.2006,0.0725,0.8131,25.9218,2089.6491,21.1505,235920.0,1,Sardegna
1,8,2013.0,70.0,587.0,8.385714285714286,4.105448154657293,0.3198594024604569,15.051282051282053,94.91,0.171,1553.9407,1.161,0.2584,0.0678,0.8869,42.1081,2532.2467,27.8367,268960.0,0,Sardegna
0,0,1965.0,93.0,932.0,10.021505376344086,3.951877934272301,0.5140845070422535,6.131578947368421,93.81,0.1433,1733.3132,1.2339,0.2669,0.0712,0.9404,39.4523,2254.6538,29.0996,227944.0,1,Sardegna
5,0,2021.0,69.0,710.0,10.289855072463768,4.081881533101045,0.5522648083623694,10.0,178.21,0.1368,1528.3973,1.4619,0.2976,0.0613,0.8838,29.193,2557.0886,35.012,186733.0,1,Sardegna
3,0,2018.0,71.0,654.0,9.211267605633802,3.850378787878788,0.5814393939393939,6.88421052631579,118.48,0.1409,1680.3331,1.3708,0.2828,0.0649,0.8246,31.465,2215.4982,33.1803,177036.0,1,Sardegna
0,1,2016.0,74.0,593.0,8.013513513513514,4.069943289224953,0.5349716446124764,10.78181818181818,95.05,0.1309,1438.0788,1.227,0.2424,0.0537,0.9164,27.8155,2082.3931,26.6845,231221.0,0,Sardegna
9,1,2023.0,110.0,992.0,9.018181818181818,4.090683229813664,0.5366459627329192,8.478632478632479,124.96,0.1518,2085.0666,1.4149,0.2885,0.0753,0.8408,38.2817,2221.7233,33.4548,223413.0,1,Sardegna
3,1,2016.0,65.0,486.0,7.476923076923077,4.289293849658314,0.5421412300683371,6.75,84.86,0.1689,1887.0577,1.2906,0.2441,0.0756,0.8677,32.0447,2093.9102,26.5683,194200.0,0,Sardegna
2,0,2021.0,42.0,492.0,11.714285714285714,3.740740740740741,0.4987654320987654,7.343283582089552,142.22,0.1246,1508.5375,1.3148,0.2611,0.0571,0.9049,28.6884,2478.4547,29.2186,170018.0,0,Sardegna
5,0,2016.0,64.0,596.0,9.3125,4.030075187969925,0.5169172932330827,5.8431372549019605,94.0,0.139,1349.2527,1.4352,0.2875,0.0559,0.9202,32.567,2489.9373,32.3688,188946.0,0,Sardegna
3,6,2013.0,87.0,808.0,9.28735632183908,4.043939393939394,0.5136363636363637,8.782608695652174,88.51,0.1576,2315.716,1.3026,0.3005,0.0838,0.7801,41.5028,2070.6358,35.2572,222893.0,1,Sardegna
5,0,2070.0,93.0,737.0,7.924731182795699,4.342679127725857,0.5420560747663551,5.6692307692307695,172.27,0.1201,941.488,1.3949,0.218,0.0432,0.914,19.4846,2553.8548,23.3693,257931.0,1,Sardegna
1,0,2018.0,55.0,441.0,8.018181818181818,4.154891304347826,0.532608695652174,6.7846153846153845,151.27,0.1063,1066.1697,1.2538,0.2367,0.0449,0.8525,20.9358,2147.2888,26.3935,185573.0,1,Sardegna
0,0,2067.0,89.0,651.0,7.314606741573034,4.125628140703518,0.371859296482412,9.71641791044776,132.16,0.1476,1568.3385,1.1925,0.2147,0.0652,0.8436,27.9558,2284.1021,22.7374,251973.0,0,Sardegna
0,0,2016.0,49.0,491.0,10.020408163265309,4.142533936651584,0.5407239819004525,7.7936507936507935,94.05,0.1559,2145.1052,1.3507,0.1611,0.079,0.8646,22.2719,2744.9396,15.894,147106.0,0,Sardegna
3,0,2013.0,51.0,379.0,7.431372549019608,3.875346260387812,0.5096952908587258,4.922077922077922,139.93,0.139,1975.273,1.202,0.1838,0.0722,0.7735,26.7183,1526.1801,18.7672,199600.0,1,Sardegna
0,0,2010.0,87.0,769.0,8.839080459770114,3.808734939759036,0.4789156626506024,6.252032520325203,129.98,0.1553,2391.9327,1.4358,0.2258,0.0793,0.8913,31.3349,1985.9362,24.1463,220682.0,1,Sardegna
3,1,2021.0,34.0,379.0,11.147058823529411,3.783536585365854,0.5335365853658537,7.150943396226415,150.12,0.1298,1573.1187,1.4291,0.2679,0.0587,0.9074,23.28,2160.4593,30.1903,119492.0,1,Sardegna
3,0,2011.0,70.0,626.0,8.942857142857143,4.018003273322423,0.4942716857610474,5.589285714285714,165.58,0.1218,1444.1772,1.152,0.1545,0.0565,0.8989,19.0394,2248.6248,15.6312,212218.0,1,Sardegna
0,0,2021.0,50.0,456.0,9.12,3.840686274509804,0.4362745098039216,5.62962962962963,114.58,0.1508,1666.6538,1.2721,0.222,0.0684,0.8986,20.3375,2042.0662,23.8941,204097.0,0,Sardegna
2,0,2016.0,47.0,393.0,8.361702127659575,4.346368715083799,0.5446927374301676,6.55,128.01,0.1376,1591.9849,1.3107,0.2067,0.0611,0.8935,24.4787,2582.7188,21.84,138960.0,0,Sardegna
5,1,2023.0,61.0,686.0,11.245901639344265,3.927031509121061,0.5207296849087893,8.070588235294117,92.1,0.131,1469.357,1.2835,0.27,0.0593,0.8912,29.8794,2370.2015,30.7172,226557.0,1,Sardegna
3,0,2018.0,52.0,460.0,8.846153846153847,4.16256157635468,0.5862068965517241,5.974025974025974,84.95,0.1015,900.6077,1.1407,0.1491,0.041,0.8721,14.4696,2614.3154,14.7643,211666.0,1,Sardegna
1,0,1949.0,61.0,541.0,8.868852459016393,4.149897330595483,0.5236139630390144,5.577319587628866,97.47,0.1628,2196.9136,1.4238,0.2678,0.0801,0.8691,36.1437,2508.0912,30.3663,249613.0,0,Sardegna
3,0,2023.0,48.0,444.0,9.25,4.184210526315789,0.5631578947368421,7.52542372881356,93.85,0.1422,2128.0889,1.4152,0.2145,0.0754,0.8731,24.6696,2393.8196,23.6188,138660.0,1,Sardegna
6,0,2021.0,49.0,465.0,9.489795918367347,4.046568627450981,0.5294117647058824,7.380952380952381,101.04,0.1543,2040.0418,1.5867,0.2505,0.0754,0.8635,29.6673,2457.3763,27.5621,117240.0,1,Sardegna
0,0,2021.0,45.0,317.0,7.044444444444444,3.8784722222222223,0.4722222222222222,9.323529411764708,150.12,0.0911,899.5525,1.0323,0.2117,0.039,0.9155,20.08,2385.258,22.3112,215224.0,0,Sardegna
1,1,2019.0,59.0,526.0,8.915254237288135,3.78110599078341,0.5207373271889401,6.261904761904762,99.97,0.1314,1276.9469,1.3872,0.2542,0.0513,0.914,22.7214,2285.4767,28.1805,516786.0,1,Sardegna
5,0,2018.0,70.0,460.0,6.571428571428571,3.884160756501182,0.5366430260047281,6.571428571428571,125.16,0.1458,1534.6032,1.379,0.29,0.0634,0.8315,26.5076,2407.7257,34.0998,138240.0,1,Sardegna
2,0,2021.0,69.0,682.0,9.884057971014492,3.961818181818182,0.5381818181818182,7.413043478260869,95.05,0.1238,1425.9614,1.5008,0.2928,0.0542,0.8827,24.8763,2404.5341,34.0864,183089.0,1,Sardegna
2,2,1935.0,50.0,499.0,9.98,4.213457076566125,0.6102088167053364,8.75438596491228,154.42,0.1657,1436.9781,1.2945,0.3018,0.0636,0.8782,35.3953,2364.3589,35.1585,202693.0,0,Sardegna
1,0,1914.0,61.0,511.0,8.37704918032787,3.498876404494382,0.447191011235955,5.05940594059406,150.07,0.118,1051.1267,1.2663,0.3089,0.0479,0.9438,35.1495,2598.7085,35.9002,181050.0,1,Sardegna
0,4,2021.0,74.0,631.0,8.527027027027026,4.026465028355387,0.4952741020793951,9.144927536231885,100.01,0.1503,1601.639,1.3623,0.3005,0.0707,0.8968,32.5354,2573.3795,34.8423,191349.0,1,Sardegna
3,0,2083.0,72.0,423.0,5.875,3.8833333333333337,0.5138888888888888,4.7,128.01,0.1376,1591.9849,1.3107,0.2067,0.0611,0.8935,24.4787,2582.7188,21.84,180880.0,0,Sardegna
2,0,2016.0,75.0,692.0,9.226666666666668,3.7588532883642496,0.5177065767284992,9.226666666666668,132.0,0.118,958.1133,1.4134,0.3183,0.0449,0.8826,26.7703,2989.8581,37.456,236400.0,0,Sardegna
5,1,2013.0,65.0,498.0,7.661538461538462,4.246636771300448,0.5426008968609866,6.916666666666667,100.03,0.166,2204.2093,1.3099,0.2416,0.0816,0.8214,42.988,2158.9523,25.8443,177640.0,1,Sardegna
3,0,2016.0,96.0,687.0,7.15625,4.041015625,0.560546875,7.467391304347826,129.89,0.1183,1407.2622,0.8712,0.1135,0.0547,0.799,14.7288,2467.2036,11.574,572813.0,0,Sardegna
1,0,2005.0,91.0,689.0,7.571428571428571,4.311183144246353,0.3776337115072933,10.6,93.98,0.1426,1526.1299,1.3418,0.1403,0.0646,0.9039,17.2135,3060.6333,13.2615,184026.0,1,Sardegna
1,0,2080.0,65.0,592.0,9.107692307692307,4.473988439306359,0.5240847784200385,12.595744680851064,83.52,0.1741,2646.4168,1.2286,0.2154,0.0943,0.7592,33.659,1990.0518,23.1818,224106.0,1,Sardegna
1,0,2018.0,55.0,397.0,7.218181818181818,4.01186943620178,0.5222551928783383,7.218181818181818,161.91,0.1177,1203.7407,1.1866,0.224,0.051,0.8548,26.1272,2302.7901,25.2011,184506.0,1,Sardegna
5,0,2018.0,85.0,725.0,8.529411764705882,4.043956043956044,0.5070643642072213,7.038834951456311,139.97,0.1213,1301.4698,1.4523,0.2586,0.0526,0.8947,26.5906,2578.6701,29.4443,204400.0,1,Sardegna
3,0,2021.0,49.0,471.0,9.612244897959185,3.942307692307693,0.4532967032967033,5.119565217391305,166.09,0.1298,1603.0241,1.3109,0.2916,0.0586,0.8973,33.4544,2106.9159,33.7267,137533.0,1,Sardegna
1,0,2021.0,40.0,346.0,8.65,3.896678966789668,0.5350553505535055,7.361702127659575,149.99,0.1391,1538.9738,1.296,0.2551,0.0646,0.8392,23.8398,2535.0444,29.0515,112867.0,1,Sardegna
0,0,2021.0,45.0,402.0,8.933333333333334,4.134831460674158,0.5084269662921348,6.184615384615385,93.96,0.1203,1464.0251,1.3399,0.2641,0.0595,0.9021,34.7198,2235.8876,29.7441,158618.0,1,Sardegna
2,0,1928.0,32.0,365.0,11.40625,3.863492063492063,0.4952380952380952,6.4035087719298245,99.85,0.1276,1544.811,1.1544,0.2392,0.0638,0.8985,30.6355,2171.3904,26.8636,174300.0,1,Sardegna
3,0,2023.0,57.0,509.0,8.929824561403509,3.858426966292135,0.5146067415730337,7.8307692307692305,156.12,0.1478,1872.1294,1.2464,0.2458,0.0734,0.8586,30.5049,2053.6088,27.1302,174287.0,1,Sardegna
2,0,2021.0,58.0,607.0,10.46551724137931,4.345776031434185,0.5992141453831041,6.322916666666667,120.03,0.1465,2112.5904,1.3652,0.2503,0.0805,0.8285,32.669,2468.1444,28.3771,185986.0,1,Sardegna
4,0,2011.0,50.0,449.0,8.98,4.111940298507463,0.5074626865671642,7.015625,89.88,0.1523,1921.1481,1.256,0.235,0.0696,0.7349,25.217,1866.5967,27.0049,160052.0,1,Sardegna
1,0,2021.0,37.0,254.0,6.864864864864865,4.554054054054054,0.4729729729729729,7.9375,161.75,0.1308,1356.7246,1.3149,0.2815,0.0579,0.8756,32.6745,2494.3844,32.5503,158527.0,1,Sardegna
8,0,2017.0,45.0,391.0,8.688888888888888,3.888571428571429,0.5285714285714286,6.741379310344827,150.16,0.1393,1797.4238,1.4205,0.2278,0.067,0.8649,31.7587,2191.5792,24.1772,231920.0,1,Sardegna
5,0,2019.0,49.0,520.0,10.612244897959185,3.844282238442823,0.4939172749391727,7.878787878787879,81.01,0.1433,1933.1345,1.5392,0.2949,0.0706,0.8487,26.8478,2697.9964,34.6787,184037.0,1,Sardegna
0,0,2021.0,60.0,489.0,8.15,4.085995085995086,0.5577395577395577,7.191176470588236,118.01,0.1121,1196.1734,1.3549,0.2705,0.0496,0.9421,31.3001,2418.7448,30.5682,160500.0,1,Sardegna
2,0,2013.0,57.0,442.0,7.754385964912281,4.227722772277228,0.5618811881188119,6.696969696969697,83.49,0.1859,2929.7544,1.2081,0.1381,0.1006,0.7863,25.4366,1843.513,13.0651,174786.0,1,Sardegna
3,0,2011.0,59.0,507.0,8.59322033898305,3.95268817204301,0.5053763440860215,6.3375,178.21,0.1555,1998.7131,1.3619,0.2147,0.074,0.919,27.4853,2389.5425,22.5303,196075.0,1,Sardegna
4,0,2016.0,72.0,463.0,6.430555555555555,4.00235294117647,0.5552941176470588,5.383720930232558,121.98,0.1219,970.0792,1.3823,0.3119,0.0481,0.9542,31.2583,2662.9799,36.0401,194426.0,0,Sardegna
0,0,2013.0,30.0,287.0,9.566666666666666,4.352226720647773,0.5141700404858299,7.358974358974359,150.02,0.1308,1633.6843,1.2964,0.1747,0.0634,0.8734,23.6003,2275.277,18.072,178360.0,1,Sardegna
0,0,2025.0,57.0,494.0,8.666666666666666,3.990384615384616,0.5120192307692307,7.484848484848484,88.54,0.122,1349.1538,1.3184,0.2729,0.0539,0.8969,27.2897,2595.2023,32.2485,201016.0,0,Sardegna
3,0,2018.0,64.0,528.0,8.25,3.364508393285372,0.5635491606714629,9.263157894736842,79.07,0.14,1222.3597,1.3998,0.3089,0.0553,0.8475,26.5057,2825.8556,37.0648,130506.0,1,Sardegna
1,0,2023.0,63.0,588.0,9.333333333333334,4.102941176470588,0.523109243697479,9.8,85.85,0.1426,1927.447,1.3375,0.2628,0.0697,0.8462,30.2545,2378.9923,30.025,162893.0,1,Sardegna
0,0,2025.0,27.0,274.0,10.148148148148149,3.658008658008658,0.4632034632034632,5.956521739130435,139.99,0.1292,1610.2441,1.1979,0.2515,0.0585,0.8637,23.8559,2468.5696,28.5728,166366.0,0,Sardegna
5,0,2021.0,53.0,283.0,5.339622641509434,4.412451361867705,0.5525291828793775,8.323529411764707,95.96,0.1266,1781.2946,1.1962,0.0654,0.0667,0.6599,8.5033,1847.8464,5.0445,118253.0,0,Sardegna
3,2,2023.0,71.0,686.0,9.661971830985916,4.145104895104895,0.5559440559440559,8.365853658536585,93.95,0.1276,1407.2874,1.44,0.2257,0.0533,0.9388,23.3504,2751.4234,24.3561,192728.0,1,Sardegna
2,0,2025.0,51.0,397.0,7.784313725490196,4.052341597796144,0.5179063360881543,5.438356164383562,90.13,0.1103,1207.7652,1.3112,0.2847,0.0482,0.912,26.4358,2368.1073,33.105,162083.0,1,Sardegna
6,0,2023.0,63.0,665.0,10.555555555555555,3.92619926199262,0.5129151291512916,8.109756097560975,95.36,0.1471,2456.4303,1.4919,0.2348,0.0858,0.8297,35.3522,2230.6149,25.1966,224133.0,0,Sardegna
2,1,2084.0,67.0,536.0,8.0,4.0120481927710845,0.5261044176706827,6.961038961038961,78.05,0.1929,2287.7046,1.3567,0.2622,0.09,0.8865,40.1583,2789.5814,28.2712,186040.0,1,Sardegna
4,1,2011.0,88.0,702.0,7.977272727272728,4.034920634920635,0.4873015873015873,7.548387096774194,93.99,0.1234,1567.9702,1.0412,0.2573,0.0593,0.8157,33.7255,1502.9019,30.319,224679.0,1,Sardegna
0,0,2011.0,64.0,514.0,8.03125,4.176715176715176,0.5301455301455301,5.586956521739131,95.82,0.1402,1693.348,1.3759,0.1968,0.0677,0.9223,29.4652,2651.6362,20.23,219820.0,1,Sardegna
0,1,2012.0,51.0,332.0,6.509803921568627,4.243243243243243,0.6013513513513513,6.509803921568627,144.99,0.1598,1486.1624,1.2177,0.3158,0.0694,0.849,43.7547,2827.5919,36.6483,201293.0,1,Sardegna
3,2,2024.0,61.0,580.0,9.508196721311476,4.108208955223881,0.5,6.373626373626373,172.27,0.1464,1768.6518,1.2078,0.2427,0.07,0.8821,28.676,1805.0771,26.3233,215817.0,1,Sardegna
0,0,2053.0,41.0,314.0,7.658536585365853,3.631205673758865,0.5425531914893617,4.617647058823529,94.9,0.1465,1959.421,1.111,0.2627,0.0766,0.8169,31.4453,2162.6836,29.5348,148907.0,0,Sardegna
2,0,2011.0,59.0,522.0,8.847457627118644,4.189024390243903,0.5121951219512195,6.444444444444445,94.98,0.1832,2315.7015,1.3171,0.2281,0.0838,0.8915,37.7018,2459.5705,24.3906,230400.0,1,Sardegna
0,0,2025.0,43.0,406.0,9.44186046511628,3.7122093023255816,0.4941860465116279,5.413333333333333,142.2,0.1414,1441.5811,1.1938,0.2603,0.0604,0.9169,32.7631,2364.3475,28.874,197446.0,0,Sardegna
0,0,2013.0,42.0,354.0,8.428571428571429,4.717460317460318,0.6031746031746031,7.531914893617022,144.17,0.1845,2364.8199,1.2818,0.2361,0.0887,0.7599,39.7689,1981.2624,25.1212,207280.0,1,Sardegna
2,0,2013.0,98.0,687.0,7.010204081632653,4.354066985645933,0.529505582137161,8.69620253164557,164.7,0.1629,2513.6056,1.3165,0.2277,0.0892,0.8133,41.4497,1839.3349,23.8266,275080.0,1,Sardegna
1,1,2025.0,63.0,643.0,10.206349206349206,3.6392523364485982,0.4897196261682243,8.573333333333334,92.93,0.135,1529.1365,1.2776,0.2732,0.0633,0.8898,33.0086,2288.1477,31.6302,192580.0,1,Sardegna
2,0,1945.0,61.0,561.0,9.19672131147541,4.14481409001957,0.5303326810176126,6.303370786516854,97.06,0.1462,2154.3689,1.3183,0.2503,0.0804,0.8414,39.5029,2176.3451,27.4208,162037.0,1,Sardegna
5,2,2023.0,51.0,543.0,10.647058823529411,4.121951219512195,0.5188470066518847,10.442307692307692,84.75,0.159,2208.732,1.5126,0.2611,0.0793,0.821,27.8478,2589.4849,29.7361,154695.0,1,Sardegna
1,0,2025.0,71.0,611.0,8.605633802816902,4.2,0.524074074074074,6.5,87.89,0.1518,1808.7373,1.4805,0.3039,0.0726,0.8949,27.2784,2718.5331,35.6499,204375.0,1,Sardegna
4,0,1954.0,71.0,593.0,8.352112676056338,4.376991150442477,0.5628318584070796,5.112068965517241,90.01,0.137,1686.2796,1.462,0.3171,0.0634,0.9183,37.1861,2482.3681,36.9252,211722.0,1,Sardegna
1,3,2023.0,62.0,568.0,9.161290322580646,4.242424242424242,0.5952380952380952,8.231884057971014,148.07,0.1419,1307.7645,1.5241,0.2601,0.0553,0.9003,22.3627,2834.4185,29.7202,156893.0,1,Sardegna
2,0,2025.0,41.0,490.0,11.951219512195122,3.75,0.4324324324324324,8.166666666666666,91.3,0.0973,945.6524,1.1919,0.232,0.0405,0.8702,19.1993,2159.0538,25.2939,201521.0,0,Sardegna
16,0,1915.0,156.0,1505.0,9.647435897435898,3.8266883645240033,0.4621643612693246,7.921052631578948,96.47,0.1262,1433.1548,1.3202,0.2904,0.0556,0.8984,30.1675,1872.6974,33.7163,466000.0,1,Sardegna
1,0,1923.0,78.0,603.0,7.730769230769231,4.132780082987552,0.5103734439834025,6.626373626373627,78.95,0.1393,1630.1823,1.175,0.1478,0.0668,0.9026,25.7637,2068.1679,14.2885,177160.0,1,Sardegna
0,0,1922.0,42.0,363.0,8.642857142857142,3.990353697749196,0.4983922829581994,9.075,94.92,0.139,1956.4023,1.2298,0.2313,0.0736,0.853,26.5237,2179.4365,26.3419,147261.0,0,Sardegna
2,0,2013.0,53.0,344.0,6.490566037735849,4.358895705521473,0.5460122699386503,7.020408163265306,117.75,0.173,2357.044,1.3493,0.2053,0.0877,0.7758,38.3554,2169.9006,21.1109,206973.0,1,Sardegna
5,0,2012.0,65.0,478.0,7.3538461538461535,3.854214123006834,0.5489749430523918,6.45945945945946,92.94,0.1272,1418.6729,1.2973,0.2387,0.0611,0.8978,30.3677,2402.577,26.1952,153426.0,1,Sardegna
2,1,2011.0,39.0,403.0,10.333333333333334,4.095490716180372,0.5039787798408488,6.948275862068965,80.11,0.1641,1635.8224,1.1677,0.1825,0.0705,0.8917,31.3282,2562.4721,17.6722,251715.0,1,Sardegna
0,0,2025.0,29.0,264.0,9.10344827586207,3.9392712550607287,0.5141700404858299,5.076923076923077,162.62,0.1325,1634.4113,1.1828,0.1452,0.0634,0.914,18.2163,2325.1505,13.7027,178000.0,0,Sardegna
5,1,2023.0,68.0,582.0,8.558823529411764,4.272138228941684,0.6198704103671706,6.326086956521739,121.08,0.1366,1788.8574,1.4627,0.2909,0.0682,0.8388,30.1056,2807.2229,34.3978,192588.0,1,Sardegna
1,0,2012.0,62.0,576.0,9.290322580645162,4.198863636363637,0.4829545454545454,7.024390243902439,95.64,0.1539,1735.7715,1.1631,0.082,0.0717,0.8401,15.905,2044.6322,6.2961,188346.0,1,Sardegna
0,0,2018.0,8.0,39.0,4.875,4.096774193548387,0.5806451612903226,9.75,94.94,0.1209,842.2186,1.1275,0.2639,0.0458,0.8458,33.8553,2754.3381,30.0917,90933.0,0,Sardegna
2,0,2068.0,46.0,431.0,9.369565217391305,4.124661246612466,0.5176151761517616,5.455696202531645,178.21,0.1141,1197.8737,1.3412,0.2466,0.0493,0.8844,22.5747,2851.8621,27.923,174283.0,1,Sardegna
9,8,2071.0,85.0,834.0,9.811764705882354,3.883190883190883,0.5498575498575499,7.446428571428571,91.94,0.176,2693.2218,1.4096,0.2447,0.0987,0.7797,29.7991,2751.2551,27.4895,213269.0,1,Sardegna
5,1,2024.0,52.0,481.0,9.25,3.93006993006993,0.5524475524475524,5.344444444444444,184.57,0.1256,1601.9125,1.3105,0.2018,0.0606,0.92,20.1685,2219.629,20.9169,166208.0,1,Sardegna
3,1,2023.0,45.0,417.0,9.266666666666667,3.958563535911602,0.5276243093922652,8.510204081632653,109.83,0.12,1249.7749,1.5831,0.3102,0.0491,0.9159,26.3924,3292.7352,36.5597,132453.0,1,Sardegna
0,2,2013.0,29.0,278.0,9.586206896551724,4.079166666666667,0.5541666666666667,7.722222222222222,81.8,0.1597,2229.0453,1.4676,0.2271,0.0802,0.9089,31.3611,2499.6434,24.1629,93840.0,1,Sardegna
1,0,2083.0,43.0,368.0,8.55813953488372,4.030716723549488,0.5051194539249146,7.510204081632653,97.02,0.1539,1937.4762,1.5381,0.3543,0.0736,0.868,36.1363,2771.1332,43.3843,105463.0,1,Sardegna
